0
EX_1hibup_S_m
EX_1hibupglu_S_m
EX_1hmdgluc_m
EX_1ohmdz_m
EX_2hatvacid_m
EX_2hatvacidgluc_m
EX_2hatvlac_m
EX_2hatvlacgluc_m
EX_2hibup_S_m
EX_2hibupglu_S_m
EX_2oh_cbz_m
EX_2oh_cbz_glc_m
EX_2oh_mtz_m
EX_2oh_mtz_glc_m
EX_3hibup_S_m
EX_3hibupglu_S_m
EX_3meacmp_m
EX_3mop_m
EX_3oh_cbz_m
EX_3oh_cbz_glc_m
EX_3oh_dlor_m
EX_3oh_dlor_glc_m
EX_3oh_mdea_m
EX_3oh_mdea_glc_m
EX_3oh_mxn_m
EX_3oh_mxn_glc_m
EX_4dh_tpno_m
EX_4dh_tpno_1glc_m
EX_4hmdgluc_m
EX_4oh_dcf_m
EX_4oh_dcf_glc_m
EX_4oh_kp_m
EX_4oh_kp_glc_m
EX_4oh_levole_m
EX_4oh_levole_glc_m
EX_4oh_meth_m
EX_4oh_meth_glc_m
EX_4oh_propl_m
EX_4oh_propl_glc_m
EX_4oh_trz_m
EX_4oh_trz_glc_m
EX_4oh_vcz_m
EX_4oh_vcz_glc_m
EX_4ohmdz_m
EX_5oh_sulfp_m
EX_5oh_sulfp_glc_m
EX_5ohfvs_m
EX_5ohfvsglu_m
EX_6bhglz_m
EX_6bhglzglc_m
EX_6ohfvs_m
EX_6ohfvsglu_m
EX_7a_czp_m
EX_7bhglz_m
EX_7bhglzglc_m
EX_7oh_efv_m
EX_7oh_efv_glc_m
EX_814dioh_efv_m
EX_814dioh_efv_glc_m
EX_8oh_efv_m
EX_8oh_efv_glc_m
EX_Lcyst_m
EX_Lcystin_m
EX_N_oh_phtn_m
EX_N_oh_phtn_glc_m
EX_R_6oh_warf_m
EX_R_6oh_warf_glc_m
EX_R_7oh_warf_m
EX_R_7oh_warf_glc_m
EX_R_8oh_warf_m
EX_R_8oh_warf_glc_m
EX_S_4oh_warf_m
EX_S_4oh_warf_glc_m
EX_S_6oh_warf_m
EX_S_6oh_warf_glc_m
EX_ac_m
EX_ac_amn_b_gly_m
EX_ac_amn_b_gly_glc_m
EX_acald_m
EX_acgam_m
EX_acmp_m
EX_acmp_glc_m
EX_acmpglu_m
EX_ade_m
EX_adocbl_m
EX_ala_L_m
EX_alaasp_m
EX_alagln_m
EX_alaglu_m
EX_alagly_m
EX_alahis_m
EX_alaleu_m
EX_alathr_m
EX_alpz_4oh_m
EX_alpz_4oh_glc_m
EX_alpz_aoh_m
EX_alpz_aoh_glc_m
EX_am14_m
EX_am14_glc_m
EX_am1ccs_m
EX_am1cglc_m
EX_am5_m
EX_am5_glc_m
EX_am6_m
EX_am6_glc_m
EX_amio_m
EX_amio_c_m
EX_amio_c_glc_m
EX_amio_glc_m
EX_amn_b_gly_m
EX_amn_b_gly_glc_m
EX_amntd_m6_m
EX_amntd_m6_glc_m
EX_anzp_m
EX_arab_L_m
EX_arbt_m
EX_arg_L_m
EX_asn_L_m
EX_atvacid_m
EX_atvacylgluc_m
EX_atvethgluc_m
EX_atvlac_m
EX_atvlacgluc_m
EX_bhpm_m
EX_bhpm_glc_m
EX_bilr_355_m
EX_bilr_M10_m
EX_bilr_M12_m
EX_bilr_M14_m
EX_bilr_M15_m
EX_bilr_M16_m
EX_bilr_M7_m
EX_bsn_m
EX_bsn_glc_m
EX_btn_m
EX_but_m
EX_butso3_m
EX_bz_m
EX_bz_glc_m
EX_ca2_m
EX_caribup_s_m
EX_caribupglu_S_m
EX_cbl1_m
EX_cbl2_m
EX_cbz_m
EX_cbz_glc_m
EX_cd2_m
EX_cd6168_m
EX_cd6168_glc_m
EX_cellb_m
EX_cgly_m
EX_chlphncl_m
EX_chlphncl_glc_m
EX_cl_m
EX_clcxb_m
EX_clcxb_c_m
EX_clcxb_c_glc_m
